"Tanggal Transaksi","Keterangan","Cabang","Jumlah","Saldo"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB0741907 0013000 ","0998","10,800.00 CR","508,971,205.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB0744201 8013000 ","0998","2,700.00 CR","508,973,905.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB0744702 9013000 ","0998","2,700.00 CR","508,976,605.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB1313400 3013000 ","0998","2,700.00 CR","508,979,305.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB1314000 6013000 ","0998","2,700.00 CR","508,982,005.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB3501700 9013000 ","0998","2,700.00 CR","508,984,705.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB4764500 8013000 ","0998","2,700.00 CR","508,987,405.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB5337001 3013000 ","0998","2,700.00 CR","508,990,105.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB5337604 3013000 ","0998","2,700.00 CR","508,992,805.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB5338504 0013000 ","0998","2,700.00 CR","508,995,505.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB5339402 0013000 ","0998","2,700.00 CR","508,998,205.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB5339501 8013000 ","0998","2,700.00 CR","509,000,905.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB5339901 9013000 ","0998","2,700.00 CR","509,003,605.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB0742401 9013000 ","0998","2,700.00 CR","509,006,305.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB0742801 0013000 ","0998","2,700.00 CR","509,009,005.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB0744300 8013000 ","0998","2,700.00 CR","509,011,705.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB0744901 2013000 ","0998","5,400.00 CR","509,017,105.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB1314401 5013000 ","0998","2,700.00 CR","509,019,805.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB5336000 5013000 ","0998","5,400.00 CR","509,025,205.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB5336601 6013000 ","0998","5,400.00 CR","509,030,605.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB5337200 1013000 ","0998","13,500.00 CR","509,044,105.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB5337604 4013000 ","0998","13,500.00 CR","509,057,605.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB5337801 9013000 ","0998","5,400.00 CR","509,063,005.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB5338504 1013000 ","0998","2,700.00 CR","509,065,705.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB5339501 9013000 ","0998","5,400.00 CR","509,071,105.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB0742201 4013000 ","0998","2,700.00 CR","509,073,805.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB0743101 1013000 ","0998","2,700.00 CR","509,076,505.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB0744703 0013000 ","0998","2,700.00 CR","509,079,205.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB1311701 5013000 ","0998","2,700.00 CR","509,081,905.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB1314201 6013000 ","0998","5,400.00 CR","509,087,305.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB4764500 9013000 ","0998","2,700.00 CR","509,090,005.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB5336802 4013000 ","0998","2,700.00 CR","509,092,705.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB5337001 4013000 ","0998","2,700.00 CR","509,095,405.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB5337301 9013000 ","0998","2,700.00 CR","509,098,105.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB5338006 6013000 ","0998","2,700.00 CR","509,100,805.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210130EPB5339402 1013000 ","0998","2,700.00 CR","509,103,505.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB0742201 3013000 ","0998","2,700.00 CR","509,106,205.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB0743306 2013000 ","0998","13,500.00 CR","509,119,705.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB0745001 4013000 ","0998","2,700.00 CR","509,122,405.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB1313702 0013000 ","0998","2,700.00 CR","509,125,105.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB1314802 4013000 ","0998","2,700.00 CR","509,127,805.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB4353106 6013000 ","0998","2,700.00 CR","509,130,505.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB5336802 3013000 ","0998","2,700.00 CR","509,133,205.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB5337801 8013000 ","0998","5,400.00 CR","509,138,605.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB5338206 8013000 ","0998","8,100.00 CR","509,146,705.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB5339102 2013000 ","0998","2,700.00 CR","509,149,405.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB5339701 1013000 ","0998","2,700.00 CR","509,152,105.65"
"01/02","KR OTOMATIS 31/01/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210129EPB5375100 9013000 ","0998","2,700.00 CR","509,154,805.65"
"01/02","KR OTOMATIS 01/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210131EPB0741802 6013000 ","0998","2,700.00 CR","509,157,505.65"
"01/02","KR OTOMATIS 01/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210131EPB0741907 1013000 ","0998","24,300.00 CR","509,181,805.65"
"01/02","KR OTOMATIS 01/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210131EPB0743901 0013000 ","0998","2,700.00 CR","509,184,505.65"
"01/02","KR OTOMATIS 01/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210131EPB0744703 1013000 ","0998","2,700.00 CR","509,187,205.65"
"01/02","KR OTOMATIS 01/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210131EPB1311600 3013000 ","0998","5,400.00 CR","509,192,605.65"
"01/02","KR OTOMATIS 01/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210131EPB1313702 1013000 ","0998","5,400.00 CR","509,198,005.65"
"01/02","KR OTOMATIS 01/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210131EPB4764501 0013000 ","0998","2,700.00 CR","509,200,705.65"
"01/02","KR OTOMATIS 01/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210131EPB5338206 9013000 ","0998","2,700.00 CR","509,203,405.65"
"01/02","KR OTOMATIS 01/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210131EPB5339402 2013000 ","0998","2,700.00 CR","509,206,105.65"
"01/02","KR OTOMATIS 01/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210131EPB0741301 0013000 ","0998","2,700.00 CR","509,208,805.65"
"01/02","KR OTOMATIS 01/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210131EPB0742201 5013000 ","0998","2,700.00 CR","509,211,505.65"
"01/02","KR OTOMATIS 01/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210131EPB0743001 0013000 ","0998","2,700.00 CR","509,214,205.65"
"01/02","KR OTOMATIS 01/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210131EPB0744101 3013000 ","0998","2,700.00 CR","509,216,905.65"
"01/02","KR OTOMATIS 01/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210131EPB1311701 6013000 ","0998","5,400.00 CR","509,222,305.65"
"01/02","KR OTOMATIS 01/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210131EPB4353106 7013000 ","0998","2,700.00 CR","509,225,005.65"
"01/02","KR OTOMATIS 01/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210131EPB5336601 7013000 ","0998","8,100.00 CR","509,233,105.65"
"01/02","KR OTOMATIS 01/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210131EPB5338504 2013000 ","0998","2,700.00 CR","509,235,805.65"
"01/02","KR OTOMATIS 01/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210131EPB5339502 0013000 ","0998","2,700.00 CR","509,238,505.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB0741501 2013000 ","0998","2,700.00 CR","509,241,205.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB0741907 2013000 ","0998","32,400.00 CR","509,273,605.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB0742402 0013000 ","0998","2,700.00 CR","509,276,305.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB0742706 1013000 ","0998","13,500.00 CR","509,289,805.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB0743200 4013000 ","0998","2,700.00 CR","509,292,505.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB0744300 9013000 ","0998","2,700.00 CR","509,295,205.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB0744703 2013000 ","0998","5,400.00 CR","509,300,605.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB1311701 7013000 ","0998","2,700.00 CR","509,303,305.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB1314000 7013000 ","0998","2,700.00 CR","509,306,005.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB1314802 5013000 ","0998","2,700.00 CR","509,308,705.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB5336101 1013000 ","0998","5,400.00 CR","509,314,105.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB5337001 5013000 ","0998","5,400.00 CR","509,319,505.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB5338207 0013000 ","0998","8,100.00 CR","509,327,605.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB5339000 2013000 ","0998","2,700.00 CR","509,330,305.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB5373302 0013000 ","0998","5,400.00 CR","509,335,705.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB0741802 7013000 ","0998","5,400.00 CR","509,341,105.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB0742001 0013000 ","0998","8,100.00 CR","509,349,205.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB0742201 6013000 ","0998","18,900.00 CR","509,368,105.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB0742801 1013000 ","0998","2,700.00 CR","509,370,805.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB0742900 9013000 ","0998","5,400.00 CR","509,376,205.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB0743306 3013000 ","0998","2,700.00 CR","509,378,905.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB0745001 5013000 ","0998","2,700.00 CR","509,381,605.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB1310901 6013000 ","0998","2,700.00 CR","509,384,305.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB1313600 8013000 ","0998","2,700.00 CR","509,387,005.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB1314401 6013000 ","0998","2,700.00 CR","509,389,705.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB5336601 8013000 ","0998","2,700.00 CR","509,392,405.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB5338006 7013000 ","0998","13,500.00 CR","509,405,905.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB5338504 3013000 ","0998","2,700.00 CR","509,408,605.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB5339600 9013000 ","0998","2,700.00 CR","509,411,305.65"
"02/02","KR OTOMATIS 02/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210201EPB5339701 2013000 ","0998","5,400.00 CR","509,416,705.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB0741907 3013000 ","0998","5,400.00 CR","509,422,105.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB0742901 0013000 ","0998","2,700.00 CR","509,424,805.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB0743901 1013000 ","0998","2,700.00 CR","509,427,505.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB0744201 9013000 ","0998","2,700.00 CR","509,430,205.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB0744703 3013000 ","0998","2,700.00 CR","509,432,905.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB1311701 8013000 ","0998","10,800.00 CR","509,443,705.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB1314703 0013000 ","0998","5,400.00 CR","509,449,105.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB4764501 1013000 ","0998","2,700.00 CR","509,451,805.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB5336101 2013000 ","0998","2,700.00 CR","509,454,505.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB5337604 5013000 ","0998","5,400.00 CR","509,459,905.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB5338006 8013000 ","0998","10,800.00 CR","509,470,705.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB5339402 3013000 ","0998","2,700.00 CR","509,473,405.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB5373400 9013000 ","0998","2,700.00 CR","509,476,105.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB0742201 7013000 ","0998","13,500.00 CR","509,489,605.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB0742601 0013000 ","0998","2,700.00 CR","509,492,305.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB0743306 4013000 ","0998","5,400.00 CR","509,497,705.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB0744000 7013000 ","0998","2,700.00 CR","509,500,405.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB0744401 8013000 ","0998","2,700.00 CR","509,503,105.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB1314201 7013000 ","0998","2,700.00 CR","509,505,805.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB1314802 6013000 ","0998","2,700.00 CR","509,508,505.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB4765001 2013000 ","0998","2,700.00 CR","509,511,205.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB5336400 5013000 ","0998","2,700.00 CR","509,513,905.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB5336601 9013000 ","0998","5,400.00 CR","509,519,305.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB5338207 1013000 ","0998","10,800.00 CR","509,530,105.65"
"03/02","KR OTOMATIS 03/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210202EPB5339902 0013000 ","0998","8,100.00 CR","509,538,205.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB0741601 5013000 ","0998","5,400.00 CR","509,543,605.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB0742402 1013000 ","0998","2,700.00 CR","509,546,305.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB0743306 5013000 ","0998","5,400.00 CR","509,551,705.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB0743600 4013000 ","0998","2,700.00 CR","509,554,405.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB0744703 4013000 ","0998","5,400.00 CR","509,559,805.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB1311701 9013000 ","0998","8,100.00 CR","509,567,905.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB1314401 7013000 ","0998","2,700.00 CR","509,570,605.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB1314802 7013000 ","0998","2,700.00 CR","509,573,305.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB4353106 8013000 ","0998","2,700.00 CR","509,576,005.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB5336501 0013000 ","0998","5,400.00 CR","509,581,405.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB5337001 6013000 ","0998","2,700.00 CR","509,584,105.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB5338006 9013000 ","0998","8,100.00 CR","509,592,205.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB5338504 4013000 ","0998","13,500.00 CR","509,605,705.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB5339601 0013000 ","0998","2,700.00 CR","509,608,405.65"
