"Tanggal Transaksi","Keterangan","Cabang","Jumlah","Saldo"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB5339803 1013000 ","0998","5,400.00 CR","509,613,805.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB0741907 4013000 ","0998","8,100.00 CR","509,621,905.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB0742201 8013000 ","0998","5,400.00 CR","509,627,305.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB0742801 2013000 ","0998","2,700.00 CR","509,630,005.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB0743700 9013000 ","0998","2,700.00 CR","509,632,705.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB0744202 0013000 ","0998","5,400.00 CR","509,638,105.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB1313900 9013000 ","0998","2,700.00 CR","509,640,805.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB1314201 8013000 ","0998","2,700.00 CR","509,643,505.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB1314703 1013000 ","0998","2,700.00 CR","509,646,205.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB3501701 0013000 ","0998","2,700.00 CR","509,648,905.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB5336602 0013000 ","0998","2,700.00 CR","509,651,605.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB5337302 0013000 ","0998","5,400.00 CR","509,657,005.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB5337700 8013000 ","0998","2,700.00 CR","509,659,705.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB5338207 2013000 ","0998","8,100.00 CR","509,667,805.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB5339502 1013000 ","0998","2,700.00 CR","509,670,505.65"
"04/02","KR OTOMATIS 04/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210203EPB5339701 3013000 ","0998","2,700.00 CR","509,673,205.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB0741907 5013000 ","0998","10,800.00 CR","509,684,005.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB0742706 2013000 ","0998","5,400.00 CR","509,689,405.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB0743306 6013000 ","0998","2,700.00 CR","509,692,105.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB0745001 6013000 ","0998","2,700.00 CR","509,694,805.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB1311800 8013000 ","0998","5,400.00 CR","509,700,205.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB4353106 9013000 ","0998","2,700.00 CR","509,702,905.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB5336101 3013000 ","0998","2,700.00 CR","509,705,605.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB5339402 4013000 ","0998","8,100.00 CR","509,713,705.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB5339902 1013000 ","0998","2,700.00 CR","509,716,405.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB0741301 1013000 ","0998","2,700.00 CR","509,719,105.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB0742201 9013000 ","0998","5,400.00 CR","509,724,505.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB0744301 0013000 ","0998","2,700.00 CR","509,727,205.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB1314703 2013000 ","0998","2,700.00 CR","509,729,905.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB4765001 3013000 ","0998","2,700.00 CR","509,732,605.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB5336501 1013000 ","0998","5,400.00 CR","509,738,005.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB5336802 5013000 ","0998","5,400.00 CR","509,743,405.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB5337302 1013000 ","0998","2,700.00 CR","509,746,105.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB5338100 6013000 ","0998","2,700.00 CR","509,748,805.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB5338207 3013000 ","0998","2,700.00 CR","509,751,505.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB5338504 5013000 ","0998","8,100.00 CR","509,759,605.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB5338900 5013000 ","0998","2,700.00 CR","509,762,305.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB5339000 3013000 ","0998","2,700.00 CR","509,765,005.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB5339102 3013000 ","0998","2,700.00 CR","509,767,705.65"
"05/02","KR OTOMATIS 05/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210204EPB5373302 1013000 ","0998","10,800.00 CR","509,778,505.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB0741301 2013000 ","0998","2,700.00 CR","509,781,205.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB0742706 3013000 ","0998","5,400.00 CR","509,786,605.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB0743001 1013000 ","0998","2,700.00 CR","509,789,305.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB0743306 7013000 ","0998","10,800.00 CR","509,800,105.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB0744202 1013000 ","0998","2,700.00 CR","509,802,805.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB1314802 8013000 ","0998","2,700.00 CR","509,805,505.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB5336300 7013000 ","0998","5,400.00 CR","509,810,905.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB5336602 1013000 ","0998","5,400.00 CR","509,816,305.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB5337001 7013000 ","0998","2,700.00 CR","509,819,005.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB5337302 2013000 ","0998","2,700.00 CR","509,821,705.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB5337604 6013000 ","0998","2,700.00 CR","509,824,405.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB5338504 6013000 ","0998","2,700.00 CR","509,827,105.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB5339402 5013000 ","0998","5,400.00 CR","509,832,505.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB5373302 2013000 ","0998","5,400.00 CR","509,837,905.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB0741802 8013000 ","0998","2,700.00 CR","509,840,605.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB0742706 4013000 ","0998","2,700.00 CR","509,843,305.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB0743402 1013000 ","0998","2,700.00 CR","509,846,005.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB0745100 9013000 ","0998","5,400.00 CR","509,851,405.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB1314703 4013000 ","0998","2,700.00 CR","509,854,105.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB4353107 1013000 ","0998","8,100.00 CR","509,862,205.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB5337200 3013000 ","0998","5,400.00 CR","509,867,605.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB5338207 5013000 ","0998","2,700.00 CR","509,870,305.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB5338504 7013000 ","0998","2,700.00 CR","509,873,005.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB5338900 6013000 ","0998","2,700.00 CR","509,875,705.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB5339902 2013000 ","0998","2,700.00 CR","509,878,405.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210207EPB0741802 9013000 ","0998","5,400.00 CR","509,883,805.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210207EPB0742500 9013000 ","0998","2,700.00 CR","509,886,505.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210207EPB0744301 1013000 ","0998","5,400.00 CR","509,891,905.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210207EPB3501701 2013000 ","0998","5,400.00 CR","509,897,305.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210207EPB5337200 4013000 ","0998","29,700.00 CR","509,927,005.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210207EPB5338207 6013000 ","0998","18,900.00 CR","509,945,905.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210207EPB5339102 5013000 ","0998","2,700.00 CR","509,948,605.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB0742100 3013000 ","0998","2,700.00 CR","509,951,305.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB0742901 1013000 ","0998","2,700.00 CR","509,954,005.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB0743200 5013000 ","0998","2,700.00 CR","509,956,705.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB0743701 0013000 ","0998","2,700.00 CR","509,959,405.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB1314201 9013000 ","0998","2,700.00 CR","509,962,105.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB1314703 3013000 ","0998","2,700.00 CR","509,964,805.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB4353107 0013000 ","0998","2,700.00 CR","509,967,505.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB5336501 2013000 ","0998","2,700.00 CR","509,970,205.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB5336802 6013000 ","0998","5,400.00 CR","509,975,605.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB5337103 3013000 ","0998","2,700.00 CR","509,978,305.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB5337200 2013000 ","0998","18,900.00 CR","509,997,205.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB5338207 4013000 ","0998","5,400.00 CR","510,002,605.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB5339203 0013000 ","0998","2,700.00 CR","510,005,305.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210205EPB5339701 4013000 ","0998","2,700.00 CR","510,008,005.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB0741301 3013000 ","0998","2,700.00 CR","510,010,705.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB0742202 0013000 ","0998","5,400.00 CR","510,016,105.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB0743001 2013000 ","0998","2,700.00 CR","510,018,805.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB0744500 7013000 ","0998","2,700.00 CR","510,021,505.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB1314401 8013000 ","0998","2,700.00 CR","510,024,205.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB3501701 1013000 ","0998","2,700.00 CR","510,026,905.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB4764501 2013000 ","0998","5,400.00 CR","510,032,305.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB5337604 7013000 ","0998","8,100.00 CR","510,040,405.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB5338007 0013000 ","0998","2,700.00 CR","510,043,105.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB5338301 8013000 ","0998","2,700.00 CR","510,045,805.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB5338701 4013000 ","0998","2,700.00 CR","510,048,505.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB5339102 4013000 ","0998","2,700.00 CR","510,051,205.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210206EPB5373302 3013000 ","0998","2,700.00 CR","510,053,905.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210207EPB0742202 1013000 ","0998","5,400.00 CR","510,059,305.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210207EPB0743306 8013000 ","0998","10,800.00 CR","510,070,105.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210207EPB1314000 8013000 ","0998","2,700.00 CR","510,072,805.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210207EPB4353107 2013000 ","0998","5,400.00 CR","510,078,205.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210207EPB5336101 4013000 ","0998","8,100.00 CR","510,086,305.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210207EPB5337604 8013000 ","0998","2,700.00 CR","510,089,005.65"
"08/02","KR OTOMATIS 08/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210207EPB5339203 1013000 ","0998","2,700.00 CR","510,091,705.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB0741301 4013000 ","0998","2,700.00 CR","510,094,405.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB0741601 6013000 ","0998","2,700.00 CR","510,097,105.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB0741702 3013000 ","0998","8,100.00 CR","510,105,205.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB0742202 2013000 ","0998","10,800.00 CR","510,116,005.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB1314401 9013000 ","0998","2,700.00 CR","510,118,705.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB5337103 4013000 ","0998","5,400.00 CR","510,124,105.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB5337604 9013000 ","0998","5,400.00 CR","510,129,505.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB5337802 0013000 ","0998","5,400.00 CR","510,134,905.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB5338207 7013000 ","0998","5,400.00 CR","510,140,305.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB5338301 9013000 ","0998","2,700.00 CR","510,143,005.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB5338504 8013000 ","0998","2,700.00 CR","510,145,705.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB5339701 5013000 ","0998","5,400.00 CR","510,151,105.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB5339803 2013000 ","0998","2,700.00 CR","510,153,805.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB0741501 3013000 ","0998","2,700.00 CR","510,156,505.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB0741803 0013000 ","0998","2,700.00 CR","510,159,205.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB0742706 5013000 ","0998","13,500.00 CR","510,172,705.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB0743306 9013000 ","0998","2,700.00 CR","510,175,405.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB0743801 6013000 ","0998","2,700.00 CR","510,178,105.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB0743901 2013000 ","0998","2,700.00 CR","510,180,805.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB0744301 2013000 ","0998","2,700.00 CR","510,183,505.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB1314703 5013000 ","0998","2,700.00 CR","510,186,205.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB4353107 3013000 ","0998","5,400.00 CR","510,191,605.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB5338007 1013000 ","0998","5,400.00 CR","510,197,005.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB5338405 9013000 ","0998","5,400.00 CR","510,202,405.65"
"09/02","KR OTOMATIS 09/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210208EPB5339203 2013000 ","0998","2,700.00 CR","510,205,105.65"
"10/02","KR OTOMATIS 10/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210209EPB0741702 4013000 ","0998","2,700.00 CR","510,207,805.65"
"10/02","KR OTOMATIS 10/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210209EPB0743200 6013000 ","0998","2,700.00 CR","510,210,505.65"
"10/02","KR OTOMATIS 10/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210209EPB0743307 0013000 ","0998","8,100.00 CR","510,218,605.65"
"10/02","KR OTOMATIS 10/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210209EPB1313400 4013000 ","0998","2,700.00 CR","510,221,305.65"
"10/02","KR OTOMATIS 10/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210209EPB1314202 0013000 ","0998","5,400.00 CR","510,226,705.65"
